otu_id	S1	S10	S103	S104	S11	S111	S112	S119	S12	S120	S127	S128	S136	S143	S144	S151	S152	S159	S160	S167	S168	S17	S175	S176	S18	S183	S184	S191	S192	S2	S20	S25	S26	S27	S28	S3	S33	S34	S35	S36	S4	S41	S42	S44	S49	S50	S51	S52	S57	S58	S59	S60	S65	S66	S67	S68	S73	S74	S75	S76	S81	S82	S83	S84	S89	S9	S90	S91	S92
OTU_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	147	0	0	13	0	0	31	0	0	0	0	0	0	0	29	0	0	0	0	58	0
OTU_3000	0	40	0	0	0	0	18	0	0	74	0	120	0	31	0	0	0	159	0	0	0	0	0	0	61	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	19	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU_3449	0	9	0	0	0	0	71	0	8	297	0	269	0	0	0	59	0	0	0	0	0	0	0	9	0	0	27	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	35	0	0	0	0	0	58	0	0	0	0	0	0	0
OTU_3039	0	0	0	0	0	0	0	0	0	0	14	12	0	41	0	0	23	0	0	58	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	13	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3345	0	0	23	15	0	0	58	54	0	0	24	14	0	82	0	17	285	0	0	0	0	19	50	0	14	0	0	47	0	0	71	0	0	0	0	53	0	0	0	0	0	37	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
OTU_4159	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	9	0	0	51	0	0	0	0	0	0	0	0	227	0	0	0	0	40	0	62	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2962	0	0	0	23	0	0	41	0	0	49	0	69	0	43	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0	0	0	0	15	95	0	0	0	0	309	0	155	0	32	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OTU_4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	276	0	0	0	0	0	0	0	198	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3746	0	0	12	90	0	0	0	0	0	0	12	0	0	0	0	0	211	0	0	31	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	126	0	0	0	0	0	0	0	188	0	0	0	0
OTU_4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
OTU_3046	0	0	0	44	0	0	0	51	0	10	0	48	0	47	0	73	89	0	9	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0	27	0	0	29	0	19	14	0	0	0	76	0	0	0	10	0	0	0	0	0	0	0	43	13	0	0	0	0
OTU_1790	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	15	0	0	0	55	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1722	0	11	11	180	0	0	114	18	0	35	28	38	16	70	0	16	14	0	0	0	0	0	44	0	0	0	0	51	0	0	8	0	0	0	0	0	19	0	9	26	0	32	0	0	0	0	0	0	42	0	8	0	0	0	0	12	0	0	0	0	36	0	0	11	0	0	0	0	10
OTU_3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4361	0	0	0	138	0	0	32	41	0	0	39	0	0	70	0	0	0	0	0	69	0	0	94	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	44	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	0
OTU_4166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
OTU_117	0	0	0	90	12	0	10	0	0	0	0	0	0	0	0	0	16	0	37	70	25	0	54	0	0	0	0	66	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	36	0	0	0	23	0	0	34	0	0	0	64	0	0	0	0	0	0	0	0	72	0
OTU_1758	0	14	0	0	0	0	534	0	0	0	0	14	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	13	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0
OTU_2935	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	12	0	0	0	81	0	136	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3254	0	0	0	85	0	0	0	0	0	0	0	0	16	18	0	16	0	0	68	61	0	0	49	0	0	0	0	115	0	0	92	0	0	0	0	17	0	0	0	46	0	0	0	101	0	0	0	0	0	0	0	35	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	35	46
OTU_618	0	25	0	15	0	0	30	0	0	13	0	42	0	71	0	0	0	197	12	0	0	0	0	11	38	0	0	0	0	0	0	0	0	79	0	0	0	0	28	0	0	36	0	0	12	0	11	0	0	0	0	0	0	11	0	15	0	0	0	10	0	0	0	16	0	0	0	0	8
OTU_4203	0	0	0	35	0	0	0	14	0	0	62	0	99	0	0	0	20	0	29	35	0	0	11	0	0	8	0	252	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	40	0	0	0	0	0	0	0	18	0	0	0	0	0	0	35	0	19	0	0	0	0	0	0	73	0
OTU_2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	82	0	0	0	362	0	0	0	0	31	0
OTU_2768	0	0	0	0	0	0	178	62	0	0	0	0	0	0	0	0	0	99	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0
OTU_1600	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	13	0	72	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	457	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2760	0	0	0	0	0	0	10	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	19	0	41	0	0	48	0	0	0	0	72	12	0	0	0	13	0	0	35	0	12
OTU_4131	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_144	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	25	19	370	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0
OTU_3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	8	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1539	0	0	0	30	0	0	17	0	0	0	0	0	129	0	0	0	0	0	414	0	0	0	42	0	0	0	0	72	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0
OTU_426	0	0	0	122	0	0	0	77	0	0	0	0	0	19	0	0	0	24	0	43	0	0	0	0	17	0	0	194	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	72	0	0	0	0	0	0	0	0	128	0	0	0	35	0	0	0	0
OTU_1711	0	0	0	0	0	0	0	0	0	18	0	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	22	0	0	378	0	0	0	52	0	0	0	0	0	0	0	14	0	0	0	0
OTU_3399	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	332	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4135	41	0	0	0	0	12	0	14	0	0	0	0	0	0	0	32	24	0	0	13	0	66	0	0	0	0	0	0	0	0	0	278	0	0	0	0	18	0	0	71	0	20	0	0	0	0	0	0	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	18	24	0	0	0
OTU_2189	0	0	0	0	0	0	0	0	0	303	0	134	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	11	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	38
OTU_425	0	0	0	37	0	0	63	0	0	0	0	0	46	0	0	12	0	0	0	36	0	0	32	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	15	11	0	177	0	0	17	0	0	0	21	0	12	22	0	0	0	0	0	0	8	166	0	0	0	0	13	0	0	0	71
OTU_4124	0	17	0	0	0	0	11	0	0	0	0	62	0	0	0	0	0	191	0	0	0	0	0	0	0	0	8	0	31	0	0	0	0	0	0	0	37	0	15	0	0	0	0	0	39	0	0	0	12	0	25	0	0	0	0	17	0	35	0	27	0	0	0	163	0	0	14	0	39
OTU_791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	276	0	35	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	21	0	0	0	0	188	0	0
OTU_4100	0	0	0	0	0	0	0	0	0	191	0	90	0	0	0	387	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1860	0	0	0	18	0	0	0	0	0	70	0	21	0	0	0	12	0	0	0	0	10	0	0	0	0	0	106	0	169	0	0	0	18	0	0	0	17	20	0	0	25	12	0	0	0	0	0	0	15	0	37	0	0	12	0	51	0	0	0	0	0	13	0	16	0	0	0	0	32
OTU_1560	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	0	0	0	11	0	0	0	0	0	0	0	0	24	0	0	0
OTU_1362	0	0	0	107	0	0	14	0	0	26	0	8	0	111	23	0	0	0	17	0	12	0	25	0	0	0	0	171	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1266	0	0	0	0	0	0	0	0	328	0	0	0	15	95	0	0	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
OTU_1664	0	18	0	16	0	0	67	0	0	132	0	104	0	23	0	88	0	0	0	0	0	0	0	0	65	0	0	0	0	35	0	0	11	0	0	0	8	0	0	0	0	53	0	0	0	0	0	0	15	0	30	0	0	19	0	36	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU_1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	37	0	222	0	0	147	0	0	70	0	129	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
OTU_778	0	0	22	0	0	0	0	0	0	21	26	10	48	0	24	42	244	0	29	0	0	30	0	0	0	0	0	76	0	0	0	24	0	0	0	0	0	0	0	84	0	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_1527	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3488	0	0	0	0	0	0	10	37	0	0	0	0	44	73	0	0	0	97	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
OTU_2917	0	29	0	0	8	0	257	0	88	0	0	0	0	16	0	0	14	46	0	0	42	0	0	17	0	0	8	0	22	0	0	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	39	0	0	0	0	0	10	0
OTU_3917	0	0	0	0	0	0	0	0	0	0	8	0	0	67	0	0	193	0	126	24	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0
OTU_3817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	12	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	9	24	0	0	0	0	0	0	0	0	0	0	0	8	0	35
OTU_3815	0	59	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	179	0	172	0	0	28	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
OTU_912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	134	0	0	0	0	0	0	0	0	140	0	0
OTU_1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	83	0	0	95	0	33	0	22	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
OTU_2955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1767	0	0	0	394	0	0	37	0	0	0	0	0	0	45	0	0	0	0	0	46	0	0	0	0	0	0	0	38	0	0	0	0	36	0	0	0	0	0	0	35	0	33	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU_4113	0	0	0	0	0	0	0	0	0	17	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_653	0	0	42	0	0	0	0	11	0	0	239	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	20	0	0	27	0	0	0	254	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0
OTU_719	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	99	0	35	0	0	14	0	0	0	0	0	0	308	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	22
OTU_4125	0	62	0	53	0	0	12	0	0	0	0	10	0	0	0	0	0	14	17	0	0	0	90	0	0	0	0	154	30	0	11	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	41	8	0	12	0	0	0	0	20	0	0	0	16	0	0	0	9	0	0	0	0
OTU_4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3997	0	0	0	572	0	0	0	0	0	0	0	0	42	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
OTU_3285	0	0	0	103	0	12	0	0	0	0	0	0	0	29	0	32	0	0	0	0	0	0	0	9	0	0	14	0	0	9	0	0	0	0	0	0	0	0	68	0	16	0	0	0	0	0	0	0	16	0	0	0	0	36	0	0	0	0	0	14	0	11	0	0	0	0	0	0	10
OTU_609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
OTU_4146	0	0	0	16	0	0	208	0	0	0	0	122	0	59	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	41	0	0	0	0	15	0	28	0	0	0	0	0	0	0	0	0	0	47	0	31
OTU_1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	155	0	86	0	0	31	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	60	0	0	0	24	0	0	0	8	41	0
OTU_3095	16	0	116	0	0	0	0	23	0	0	13	0	0	0	0	0	0	0	48	10	0	159	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
OTU_1182	0	0	0	0	0	0	0	0	0	0	0	13	0	19	0	0	0	0	0	0	0	0	0	13	0	0	20	0	38	0	0	0	28	0	0	0	0	0	0	0	42	32	0	0	0	0	0	0	26	0	74	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3117	0	0	144	0	0	18	36	14	31	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	18	0	0	19	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
OTU_1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	11	17	0	0	0	0	0	0	40	0	0	0	45	0	0	0	0	0	0	21	0	0	0	0	11	0	0
OTU_3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	173	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	90
OTU_3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_857	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OTU_3500	0	19	0	0	0	0	10	0	36	0	0	11	0	21	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	34	0	0	0	16	0	207	0	0	36	0	0	38	0	0	0	19	0	0	0	0	0	0	27	0	0	0	24	0	0	0	0	0	0	0	0	17
OTU_4331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_445	0	0	0	13	0	0	22	0	14	37	0	22	0	34	0	29	0	15	0	11	0	0	0	0	69	0	0	0	0	0	0	0	14	0	0	0	8	0	13	0	0	84	0	0	12	0	19	0	56	0	59	0	0	9	0	11	0	0	0	0	10	0	0	0	0	21	0	0	15
OTU_677	0	0	0	0	0	0	49	0	105	0	0	0	0	0	0	0	23	75	21	12	0	0	0	60	0	0	0	0	17	0	0	0	0	0	36	0	8	0	84	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	24	0	20	0	0	0	0	0	18	0
OTU_1268	0	0	0	34	0	12	0	82	0	13	14	15	35	85	0	45	16	0	0	0	0	79	24	0	17	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0
OTU_648	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	26	0	11	0	0	0	0	0	0	0	0	12	0	11	18	0	0	0	0	22	0	0	0	11	0	0	0	0	31
OTU_552	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	48	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_2826	30	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
OTU_3397	0	0	0	0	0	0	0	0	20	0	0	0	12	0	0	0	75	0	0	0	72	0	0	18	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	20	39	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	49	0	0	0	0	219
OTU_2960	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4128	0	0	0	90	0	0	0	0	0	11	0	9	49	20	29	0	29	0	48	15	9	16	12	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	9	20	0	14	13	0	27	0	0	8	19	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	0
OTU_1673	0	0	63	0	0	0	0	40	0	0	0	0	42	0	0	0	0	0	0	149	0	0	15	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	22	0	0	0	0
