otu_id	reference_ID	phylum	class	order	family	genus	species	score	cutoff	abundance	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
OTU_847	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0847	0.96429	0.949	205	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_1665	EU002880	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidiaceae_pseudo_genus_0538	Erythrobasidiaceae_pseudo_species_1665	0.94915	0.922	205	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_880	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0880	0.98571	0.949	204	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3441	KX579502	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Podosphaera	Podosphaera_pseudo_species_3441	0.96154	0.904	204	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_	closed	""	""	""	
OTU_1782	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1782	0.98148	0.742	204	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4086	AY256855	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_radicus	1	0.985	203	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_2772	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdaceae_pseudo_genus_0713	Lycoperdaceae_pseudo_species_2772	0.92453	0.922	203	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3939	JX043201	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_pseudo_species_3939	0.87671	0.847	202	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_2459	MW354968	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_pseudo_species_2459	0.9697	0.949	202	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/hebeloma-alnicola	""	
OTU_1502	OTU_1571	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1502	0.96471	0.964	202	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_820	OTU_826	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0119	Botryosphaeriales_pseudo_genus_0270	Botryosphaeriales_pseudo_species_0820	0.94048	0.867	201	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_884	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0884	0.98039	0.949	201	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_1787	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1787	0.96296	0.742	200	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1823	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1823	0.96364	0.742	200	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2389	UDB03143859	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2389	0.97487	0.895	199	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_614	UDB01543809	Basidiomycota	Atractiellomycetes	Atractiellales	Atractiellales_pseudo_family_0087	Atractiellales_pseudo_genus_0143	Atractiellales_pseudo_species_0614	0.90435	0.876	199	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3929	OTU_3955	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_pseudo_species_3929	0.96296	0.847	199	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_3993	OTU_3999	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_pseudo_family_0533	Sporidiobolales_pseudo_genus_1208	Sporidiobolales_pseudo_species_3993	0.92157	0.876	199	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3577	KY555056	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_pseudo_species_3577	0.90511	0.895	198	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	""	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_3837	MN595219	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_pseudo_genus_1115	Serendipitaceae_pseudo_species_3837	0.94444	0.922	198	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2887	OTU_2891	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_pseudo_species_2887	0.9528	0.949	197	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	none	none	""	""	""	
OTU_4253	JX069874	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_strelitziae	1	0.986	197	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1820	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1820	0.92754	0.742	197	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1239	MK547194	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina_pseudo_species_1239	0.96599	0.88	197	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	clavarioid	smooth	contact	/clavulina	""	
OTU_1413	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0425	Diaporthaceae_pseudo_species_1413	0.92593	0.904	197	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_634	FJ919668	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Barriopsis	Barriopsis_iraniana	0.99412	0.992	197	foliar_endophyte	litter_saprotroph	foliar_endophyte	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2919	UDB01816926	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerellaceae_pseudo_genus_0786	Mycosphaerellaceae_pseudo_species_2919	1	0.936	196	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3251	EU427291	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_verrucosum	1	0.988	196	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	soil	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3641	KP860064	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus_nylandii	1	0.991	196	unspecified_saprotroph	""	""	""	""	""	partly_aquatic	""	""	yeast	none	none	""	""	""	
OTU_475	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0475	0.94444	0.7	195	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3922	MH107918	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sphaerellopsis	Sphaerellopsis_paraphysata	1	0.987	195	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3946	UDB035268	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_pseudo_species_3946	0.91026	0.847	194	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_2555	UDB0780341	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces_boletiphagus	1	0.984	194	mycoparasite	fungal_decomposer	""	""	fungal_material	""	""	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2362	OTU_2388	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2362	0.9589	0.895	194	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1423	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0433	Diaporthaceae_pseudo_species_1423	0.90909	0.904	194	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_849	OTU_896	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0849	0.96721	0.949	194	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_850	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0850	0.98529	0.949	194	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_4379	KC677912	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium_aporusae	0.98592	0.982	193	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3310	KX033471	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_pseudo_genus_0910	Phaeosphaeriaceae_pseudo_species_3310	0.94231	0.935	193	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_851	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0851	0.96429	0.949	193	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_2697	MH412954	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_rubropurpurea	0.99419	0.992	193	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_2272	UDB02484623	Ascomycota	Orbiliomycetes	GS33	GS33_pseudo_family_0245	GS33_pseudo_genus_0575	GS33_pseudo_species_2272	0.94937	0.926	192	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3135	KJ767103	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	Paraconiothyrium_pseudo_species_3135	0.99394	0.963	192	wood_saprotroph	""	no_endophytic_capacity	""	wood	mold	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1504	OTU_1576	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1504	0.96429	0.964	192	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2797	UDB0768306	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	Mallocybe_pseudo_species_2797	0.996	0.949	192	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/inocybe	""	
OTU_3844	KM278003	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_pseudo_species_3844	0.99583	0.967	192	plant_pathogen	unsepcified_saprotroph	no_endophytic_capacity	root_pathogen	roots	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3176	UDB03756730	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	Pectenia_pseudo_species_3176	0.98148	0.897	191	lichenized	""	""	""	""	""	non-aquatic	""	""	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	""	""	cyanobacterial	
OTU_2271	UDB02484623	Ascomycota	Orbiliomycetes	GS33	GS33_pseudo_family_0245	GS33_pseudo_genus_0575	GS33_pseudo_species_2271	0.95906	0.926	191	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2376	OTU_2414	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_2376	0.96259	0.895	190	arbuscular_mycorrhizal	root-associated	root_endophyte	""	""	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	none	none	""	""	""	
OTU_1741	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1741	0.96667	0.742	190	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4042	KM246179	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Strelitziana	Strelitziana_eucalypti	0.98824	0.988	190	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_1949	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1949	0.94118	0.742	189	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_797	OTU_663	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0108	Botryosphaeriales_pseudo_genus_0257	Botryosphaeriales_pseudo_species_0797	0.9127	0.867	189	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_161	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0161	0.96226	0.724	189	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_1792	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1792	0.97826	0.742	188	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_3738	GU214637	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Salinomyces	Salinomyces_pseudo_species_3738	0.97183	0.971	188	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4142	OQ924465	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeriaceae_pseudo_genus_1265	Teratosphaeriaceae_pseudo_species_4142	0.97826	0.936	188	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1290	KX833526	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella_diplodiella	1	0.988	188	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1287	KT339262	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coltricia	Coltricia_pseudo_species_1287	0.96016	0.902	188	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	polyporoid	poroid	short-distance_coarse	/coltricia	""	
OTU_3503	OTU_3502	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterulaceae_pseudo_genus_1027	Pterulaceae_pseudo_species_3503	0.95385	0.922	187	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1845	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1845	0.96364	0.742	187	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_706	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0193	Botryosphaeriaceae_pseudo_species_0706	0.9403	0.936	187	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_80	OP932006	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_destruens	1	0.983	186	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	soft_rot	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2702	OTU_3171	Ascomycota	Lecanoromycetes	Lecanorales	Lecanorales_pseudo_family_0284	Lecanorales_pseudo_genus_0660	Lecanorales_pseudo_species_2702	0.94118	0.928	186	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1619	KY103382	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Effuseotrichosporon	Effuseotrichosporon_pseudo_species_1619	0.98204	0.944	186	unspecified_saprotroph	""	""	""	""	""	non-aquatic	""	""	dimorphic_yeast	""	""	""	""	""	
OTU_3437	KX579502	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Podosphaera	Podosphaera_pseudo_species_3437	0.92308	0.904	186	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_	closed	""	""	""	
OTU_1775	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1775	0.98182	0.742	185	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2967	KT247454	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_pseudo_species_2967	0.96491	0.964	185	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3121	KX781277	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema	Papiliotrema_laurentii	0.99435	0.984	184	mycoparasite	fungal_decomposer	""	""	fungal_material	""	partly_aquatic	""	""	dimorphic_yeast	""	""	""	""	""	
OTU_2612	MW683862	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_pseudo_species_2612	0.97854	0.944	184	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	medium-distance_smooth	/russula-lactarius	""	
OTU_1743	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1743	0.98148	0.742	184	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_950	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0950	0.96226	0.949	184	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_877	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0877	0.96429	0.949	184	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3933	MW215726	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_pseudo_species_3933	0.9212	0.847	183	pollen_saprotroph	""	""	""	pollen	""	partly_freshwater_(partly_non-aquatic)	""	""	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	""	""	""	
OTU_4306	UDB06900888	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Tympanidaceae_pseudo_genus_1330	Tympanidaceae_pseudo_species_4306	0.9931	0.925	183	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_20	OTU_906	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_pseudo_family_0007	Agaricales_pseudo_genus_0013	Agaricales_pseudo_species_0020	0.88	0.876	183	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3648	OTU_3648	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus_ruineniae	0.99561	0.991	183	unspecified_saprotroph	""	""	""	""	""	partly_aquatic	""	""	yeast	none	none	""	""	""	
OTU_2219	KX381125	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Falciformispora	Falciformispora_pseudo_species_2219	0.98182	0.967	183	wood_saprotroph	""	no_endophytic_capacity	""	wood	""	partly_freshwater_(partly_non-aquatic)	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_55	OTU_55	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbales_pseudo_family_0038	Agaricostilbales_pseudo_genus_0043	Agaricostilbales_pseudo_species_0055	0.90123	0.876	183	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4364	OQ883719	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_pseudo_species_4364	0.98077	0.948	182	wood_saprotroph	litter_saprotroph	foliar_endophyte	""	wood,leaf/fruit/seed	""	non-aquatic	""	angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_84	AF138838	Ascomycota	Arthoniomycetes	Arthoniales	Lecanographaceae	Alyxoria	Alyxoria_pseudo_species_0084	0.96078	0.863	182	lichenized	""	""	""	""	""	non-aquatic	""	""	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	""	""	trentepohlioid	
OTU_930	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0930	0.98039	0.949	182	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3435	JQ675310	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Podoscypha	Podoscypha_aculeata	1	0.974	181	wood_saprotroph	""	""	""	wood	white_rot	non-aquatic	""	""	filamentous_mycelium	agaricoid	smooth	""	""	""	
OTU_2885	MH866090	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Monticola	Monticola_pseudo_species_2885	0.98113	0.971	181	unspecified_saprotroph	rock-inhabiting	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_951	OTU_896	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0951	0.96721	0.949	181	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_4043	FJ917556	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Strelitziana	Strelitziana_mali	0.9881	0.988	181	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3099	LR736038	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces_pseudo_species_3099	0.94444	0.7	180	foliar_endophyte	litter_saprotroph	foliar_endophyte	""	leaf/fruit/seed,animal_material	soft_rot	partly_aquatic	invertebrate_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_449	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0449	0.94444	0.7	180	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1334	JX256420	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_alcornii	1	0.983	179	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed,roots,algal_material	""	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
