otu_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_969	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	""
OTU_970	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	""
OTU_971	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_972	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_973	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	""	""	""
OTU_974	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_975	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_976	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_977	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_978	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_979	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_980	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	""	""
OTU_981	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_982	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_983	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus	""
OTU_984	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_985	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_986	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	""
OTU_987	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	""
OTU_988	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_989	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_990	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_991	Bacteria	Verrucomicrobiota	Verrucomicrobiae	""	""	""	""
OTU_992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	""
OTU_993	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_994	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_995	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	""
OTU_997	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_998	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	JCM 18997	""
OTU_999	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_1000	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1001	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_1002	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1003	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	""
OTU_1004	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1005	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	""
OTU_1006	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1007	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""
OTU_1008	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_1009	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	""
OTU_1010	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	""	""	""
OTU_1011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	""
OTU_1012	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	""
OTU_1013	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1014	Bacteria	WPS-2	""	""	""	""	""
OTU_1015	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_1017	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1018	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	""
OTU_1019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1020	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	mediterranei
OTU_1021	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1022	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	""	""
OTU_1023	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_1024	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_1025	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_1026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_1027	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1028	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	insecticola
OTU_1029	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	""	""	""
OTU_1030	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1031	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	""	""	""
OTU_1032	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	""
OTU_1033	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Cnuibacter	""
OTU_1034	Bacteria	Chloroflexi	AD3	""	""	""	""
OTU_1035	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	psychrotolerans
OTU_1036	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	""
OTU_1037	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1038	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1039	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_1040	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_1041	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	""
OTU_1042	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia	andropogonis
OTU_1043	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	""
OTU_1044	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_1045	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	""
OTU_1046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_1047	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_1048	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	""
OTU_1049	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1050	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1051	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	""	""	""
OTU_1052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	""
OTU_1053	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_1054	Bacteria	Verrucomicrobiota	Verrucomicrobiae	""	""	""	""
OTU_1055	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1056	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_1057	Bacteria	WPS-2	""	""	""	""	""
OTU_1058	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1059	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1060	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	""	""
OTU_1061	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	""
OTU_1062	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	""
OTU_1063	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_1064	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	""
OTU_1065	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	""	""	""
OTU_1066	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1067	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_1068	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1069	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1070	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	""	""
OTU_1071	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	riboflavina
OTU_1072	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_1073	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1074	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	""
OTU_1075	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1076	Bacteria	Chloroflexi	AD3	""	""	""	""
OTU_1077	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1078	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1079	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	aurantiaca
OTU_1080	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	""	""
OTU_1081	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Goodfellowiella	coeruleoviolacea
OTU_1082	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	""	""	""
OTU_1083	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	""
OTU_1084	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	""
OTU_1085	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1086	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	""
OTU_1087	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1088	Bacteria	Chloroflexi	AD3	""	""	""	""
OTU_1089	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1090	Bacteria	Chloroflexi	AD3	""	""	""	""
OTU_1091	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1092	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	""
OTU_1093	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_1094	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_1095	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""
OTU_1096	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	""	""	""
OTU_1097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1098	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1099	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	""
OTU_1100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_1101	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	""
OTU_1102	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Longimycelium	""
OTU_1103	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	oligoaromativorans
OTU_1104	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	""	""
OTU_1105	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	""
OTU_1106	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	""
OTU_1107	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1108	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_1109	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_1110	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	""
OTU_1111	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_1112	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1113	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1114	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	cibodasensis
OTU_1115	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	""
OTU_1116	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	""	""
OTU_1117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	""
OTU_1118	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_1119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_1120	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	""
OTU_1121	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1122	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_1123	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_1124	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Longimycelium	""
OTU_1125	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	""
OTU_1126	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_1127	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_1128	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_1129	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	""	""
OTU_1130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	""
OTU_1131	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_1132	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	""
OTU_1133	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1134	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1135	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	melonis
OTU_1136	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	""
OTU_1137	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	""
OTU_1138	Bacteria	Verrucomicrobiota	Verrucomicrobiae	""	""	""	""
OTU_1139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	flocculans
OTU_1140	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1141	Bacteria	Acidobacteriota	Blastocatellia	11-24	""	""	""
OTU_1142	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	""
OTU_1143	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1144	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	""	""	""
OTU_1145	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	""
OTU_1146	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1147	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1148	Bacteria	Proteobacteria	Alphaproteobacteria	""	""	""	""
OTU_1149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_1150	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1151	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	""	""
OTU_1152	Bacteria	Armatimonadota	""	""	""	""	""
OTU_1153	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1154	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_1155	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1156	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	""
OTU_1157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1158	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_1159	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_1160	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_1161	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_1162	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	""	""	""
OTU_1163	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1164	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1165	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1166	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	phyllostachyos
OTU_1167	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1168	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_1169	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1170	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_1171	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	putida
OTU_1172	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1173	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	""
OTU_1174	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_1175	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	""	""
OTU_1176	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	""	""
OTU_1177	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	""
OTU_1178	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	""	""
OTU_1179	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	""
OTU_1180	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	""
OTU_1181	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	""
OTU_1182	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_1183	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_1184	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	""
OTU_1185	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	""	""
OTU_1186	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	""
OTU_1187	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1188	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_1189	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1190	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	albidoflavus
OTU_1191	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1192	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	""
OTU_1193	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_1194	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	""
OTU_1195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	""
OTU_1196	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_1197	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	""
OTU_1198	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_1199	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_1200	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_1201	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_1202	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	""
OTU_1203	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_1204	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_1205	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	""
OTU_1206	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1207	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	""
OTU_1208	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	""
OTU_1209	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_1210	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_1211	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_1212	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	""
OTU_1213	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	""
OTU_1214	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	""
OTU_1215	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	""	""
OTU_1216	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_1217	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_1218	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	""
OTU_1219	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_1220	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	""	""
